"dataset_id","survey_type_cd","survey_method_cd","dataset_type_cd","source_dataset_id","survey_width_m","who_created","date_created","share_level","admin_notes","import_notes","usgs_priority","noaa_priority","action_required","action_taken","discrete_time_unit","noaa_import_priority","funded","at_usgs","in_db","start_date","end_date","number_of_records","parent_project","qual_rpt","meta_std","resp_party","comments","sponsors","url_program","planned_speed_knots","area_covered_km2","progress","subject","keywords","title","version","abstract","purpose"
140,"a","cts","ot        ","AMAPPS_FWS_Aerial_Spring2012",400,,,5,,,,0,,,,,,"1","1",3/15/2012 0:00:00,3/31/2012 0:00:00,11108,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Complete",,,"AMAPPS: FWS Aerial surveys spring 2012; Maine/Canada border to Cape Canaveral, Florida",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
141,"a","cts","ot        ","AMAPPS_FWS_Aerial_Fall2012",400,,,5,,,,0,,,,,,"1","1",9/29/2012 0:00:00,10/12/2012 0:00:00,3819,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Complete",,,"AMAPPS: FWS Aerial surveys fall 2012; Maine/Canada border to Cape Canaveral, Florida",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
142,"a","cts","ot        ","AMAPPS_FWS_Aerial_Fall2013",400,,,5,,,,1,,,,,,"1","0",9/16/2013 0:00:00,10/12/2013 0:00:00,,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"In progress",,,"AMAPPS: FWS Aerial surveys spring 2013; Maine/Canada border to Cape Canaveral, Florida",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
143,"b","cts","ot","BOEMHighDef_NC2011Boat",1000,,,5,,,,1,,,,,,"1","0",,,,,,,61,,"BOEM, Normandeau","http://www.data.boem.gov/PI/PDFImages/ESPIS/5/5272.pdf",,,"In progress",,,"BOEM High Definition Study, North Carolina May 2011 Boat Surveys",1,,
144,"a","cts","ot","BOEMHighDef_NC2011Aerial",500,,,5,,,,3,,,,,,"1","0",,,,,,,61,,"BOEM, Normandeau","http://www.data.boem.gov/PI/PDFImages/ESPIS/5/5272.pdf",,,"In progress",,,"BOEM High Definition Study, North Carolina May 2011 Aerial Surveys",1,,
145,"a","tss",,"BOEMNanoTag_Mass2013",,,,9,,,,3,,,,,,"1","0",,,,,,,60,,"BOEM, USFWS",,,,"In progress",,,"BOEM Nano Tag Aerial Study, Cape Cod and south of Martha's Vineyard, 2013",1,"Tracking Offshore Occurrence of Common Terns and American Oyster catchers with VHF Arrays Pilot Study. This dataset contains sightings from aerial surveys conducted east of Cape Cod and south of Martha's vineyard.",
146,"a","cts","ot        ","FWS_SouthernBLSC_Winter2012",300,,,5,,,,0,,,,,,"1","1",2/4/2012 0:00:00,2/21/2012 0:00:00,4313,,,,59,,"USFWS","",,,"Complete",,,"USFWS Southern Black Scoter Survey, winter 2012; South Carolina and Georgia",1,,"exploratory survey to quantify spatial variability in black scoters along the southern coast of the United States"
147,"a","cts","ot        ","FWS_MidAtlanticDetection_Spring2012",300,,,5,,,,0,,,,,,"1","1",3/6/2012 0:00:00,3/7/2012 0:00:00,5381,,,,59,,"USFWS","",,,"Complete",,,"USFWS Mid-Atlantic Detection Survey, spring 2012; mouth of Chesapeake Bay",1,,"exploratory survey employing multiple observers to estimate detection, pilot, observer, and seat effects when counting sea ducks"
148,"c","cts","ot        ","DOEBRIAerial2013",,,,5,,,,1,,,,,,"1","0",,,,"DOEBRI",,,3,,"BRI, DOE",,,,"In progress",,,"BRI/DOE MidAtl Baseline Aerial 2013",1,,
149,"b","cts","ot        ","AMAPPS_NOAA/NMFS_NEFSCBoat2014",400,,,5,,,,0,,,,,,"1","1",3/12/2014 0:00:00,4/27/2014 0:00:00,2491,"AMAPPS",,,55,,"BOEM, NOAA, NAVY, USFWS","http://www.nefsc.noaa.gov/psb/AMAPPS/docs/NMFS_AMAPPS_2011_annual_report_final_BOEM.pdf",,,"Complete",,,"AMAPPS NOAA/NMFS NEFSC Boat 2014",1,,
150,"b","cts","ot        ","DOEBRIBoatMay2013",,,,1,,,,0,,,,,,"1","1",5/5/2013 0:00:00,5/9/2013 0:00:00,713,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat May 2013",1,,
151,"b","cts","ot        ","DOEBRIBoatJune2013",,,,1,,,,0,,,,,,"1","1",6/18/2013 0:00:00,6/22/2013 0:00:00,518,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat June 2013",1,,
152,"b","cts","ot        ","DOEBRIBoatAug2013",,,,1,,,,0,,,,,,"1","1",7/30/2013 0:00:00,8/2/2013 0:00:00,634,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat August 2013",1,,
153,"b","cts","ot        ","DOEBRIBoatSep2013",,,,1,,,,0,,,,,,"1","1",9/6/2013 0:00:00,9/10/2012 0:00:00,425,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat September 2013",1,,
154,"b","cts","ot        ","DOEBRIBoatOct2013",,,,1,,,,0,,,,,,"1","1",10/26/2013 0:00:00,10/30/2013 0:00:00,931,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat October 2013",1,,
155,"b","cts","ot        ","DOEBRIBoatDec2013",,,,1,,,,0,,,,,,"1","1",12/11/2013 0:00:00,12/17/2013 0:00:00,1243,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat December 2013",1,,
156,"b","cts","ot        ","DOEBRIBoatJan2014",,,,1,,,,0,,,,,,"1","1",1/26/2014 0:00:00,2/1/2014 0:00:00,1628,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat January 2014",1,,
157,"b","cts","ot        ","DOEBRIBoatApr2014",,,,1,,,,0,,,,,,"1","1",4/1/2014 0:00:00,4/5/2014 0:00:00,1419,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat April 2014",1,,
158,"b","cts","ot        ","EcoMonJun2012",300,,,5,,,,0,,,,,,"1","1",5/31/2012 0:00:00,6/14/2012 0:00:00,1563,"EcoMon",,,11,,,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon June 2012",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during 2012.","Survey seabirds in the Northeast Shelf Ecosystem."
159,"b","cts","ot        ","EcoMonOct2012",300,,,5,,,,0,,,,,,"1","1",10/27/2012 0:00:00,11/13/2012 0:00:00,1559,"EcoMon",,,11,,,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon October 2012",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during 2012.","Survey seabirds in the Northeast Shelf Ecosystem."
160,"b","cts","ot","AMAPPS_NOAA/NMFS_NEFSCBoat2015",400,,,5,,,,1,,,,,,"1","0",6/11/2015 0:00:00,6/18/2015 0:00:00,936,"AMAPPS",,,52,,,,,,"Cleaned, upload in progress",,,"AMAPPS: NOAA/NMFS/NEFSC Boat 2015",1,,
161,"a","cts","ot","MassCEC2013",400,"64",,5,,,,1,,,,,,"1","0",,,,"MassCEC",,,62,,,,,,"In progress",,,"Massachusetts WEA Aerial 2013",1,,
162,"a","cts","ot","MassCEC2014",400,"64",,5,,,,1,,,,,,"1","0",,,,"MassCEC",,,62,,,,,,"In progress",,,"Massachusetts WEA Aerial 2014",1,,
163,,,,"RoyalSociety",,"64",,0,,,,3,"Tim White - requesting this data",,,,,"1","0",,,,,,,,,,,,,"Requesting Data",,,"Royal Society",1,,
164,"a","cts","ot","AMAPPS_FWS_Aerial_Fall2014",400,"64",,5,,,,1,,,,,,"1","0",,,,,,,,,,,,,"In progress",,,"AMAPPS: FWS Aerial surveys fall 2014; Maine/Canada border to Cape Canaveral, Florida",1,,
165,"b","cts","ot","FLPowerLongIsland_Boat",300,,,5,,,,2,,,,,,"1","0",,,,"LIOWP",,,65,,,,10,,"In progress",,,"Florida Light and Power, Long Island, Boat",1,,
166,"b","cts","ot","BarHarborWW09",,"64",,0,,,,9,"Arliss in contact with Linda - has observations, requestions survey effort",,,,,"0","0",,,,"BarHarborWW",,,33,,,,,,"Requested",,,,,,
167,"b","cts","ot","BarHarborWW10",,"64",,0,,,,9,"Arliss in contact with Linda - has observations, requestions survey effort",,,,,"0","0",,,,"BarHarborWW",,,33,,,,,,"Requested",,,,,,
168,"c","cts","ot","DOEBRIAerial2014",,,,5,,,,,,,,,,,,,,,"DOEBRI",,,3,,,,,"0",,,,,,,
169,"c","cts","ot","BOEMHighDef_NC2011Camera",,,,9,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
170,"b","cts","ot","EcoMonSep2012",300,,,5,,,,,,,,,,,,,,,,,,,"This turned out to be the HerringAcoustic 2012 data, there is no Sept. 2012 EcoMon, just Oct. 2012 EcoMon",,,,"0",,,,,,,
171,"b","cts","ot","EcoMonFeb2013",300,,,5,,,,,,,,,,,,,,,"EcoMon",,,,,,,,"0",,,,,,,
172,"b","cts","ot","BRIMaine2016",,,,9,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
173,,,,"NYSERDA_APEM",,,,0,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
174,"b","cts","ot","AMAPPS_NOAA/NMFS_NEFSCBoat2016",400,,,0,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
175,,,,"DeepwaterWindBlockIsland0910",,,,0,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
